gene h2 se p
MBP 0.056702 0.027198 0.004699
SLC25A23 0.056698 0.028463 0.009617
RUNX3 0.056665 0.024544 0.0002786
EFNB1 0.056665 0.024544 0.0002786
SLC39A1 0.056636 0.022256 8.382e-08
GOLGA5 0.056573 0.026296 0.005997
KPNA6 0.056568 0.022583 1.6e-07
HCK 0.056568 0.026540 0.0003593
DENND4C 0.056548 0.026739 0.003865
ALAD 0.056533 0.026661 0.004706
SH3D19 0.056516 0.025636 3.852e-07
LRRC42 0.056481 0.024899 0.0003315
RPL3L 0.056445 0.028579 0.01761
HOXA10 0.056435 0.021705 2.524e-07
DOC2A 0.056432 0.027757 1.337e-06
KIF27 0.056419 0.023280 7.612e-05
PDXP 0.056384 0.025473 0.0009714
CACNB4 0.056383 0.023879 3.536e-05
LMAN2 0.056371 0.022191 1.199e-05
ICAM2 0.056330 0.024830 1.326e-05
WDR37 0.056312 0.024334 0.0003245
CD160 0.056290 0.027558 1.371e-07
DNAJC5B 0.056282 0.026111 0.0004344
ASB2 0.056258 0.026635 0.003728
OPA3 0.056252 0.025709 0.003598
ASB16 0.056243 0.022088 3.294e-08
WDR59 0.056228 0.024520 0.0003261
UCHL3 0.056210 0.024576 0.0002392
SH3BGRL3 0.056195 0.023848 1.008e-05
HRH3 0.056193 0.026232 0.002459
N6AMT1 0.056186 0.023444 4.34e-06
ALG5 0.056181 0.024338 0.0001174
ADSL 0.056177 0.024712 5.297e-05
KCNMB1 0.056156 0.026863 0.006235
COL10A1 0.056127 0.025693 0.001443
PIK3AP1 0.056117 0.023963 0.0001698
PHF16 0.056117 0.023963 0.0001698
IL1R1 0.056113 0.023611 6.224e-05
RNF215 0.056106 0.023623 9.622e-06
GPHN 0.056072 0.027663 0.0026
CENPM 0.056072 0.026164 1.358e-05
BUB3 0.056037 0.027857 0.01557
CWF19L2 0.056010 0.023662 1.929e-05
ATG4D 0.055998 0.024638 0.0009092
CD2BP2 0.055992 0.030777 0.01298
ZNF263 0.055963 0.023227 7.168e-05
ATP6AP2 0.055963 0.023227 7.168e-05
NCAM1 0.055917 0.026127 0.002262
SLC4A2 0.055901 0.024929 0.000331
SERINC5 0.055898 0.025990 0.002346
CHCHD10 0.055867 0.023700 0.0001121
SLC12A4 0.055856 0.026300 1.163e-08
C1orf88 0.055851 0.024708 0.0009739
ANKRD33B 0.055818 0.027777 0.007613
DLEC1 0.055816 0.024118 0.0001361
ADC 0.055803 0.027248 0.007939
UVRAG 0.055788 0.024120 0.0001861
FAAH2 0.055774 0.021251 3.117e-07
ABCA10 0.055774 0.021251 3.117e-07
C6orf211 0.055764 0.025449 0.0008987
SCML1 0.055756 0.023194 7.943e-10
RIT1 0.055756 0.023194 7.943e-10
ACOT8 0.055720 0.026688 0.001083
CSNK1A1L 0.055676 0.021912 9.323e-07
PLEKHH1 0.055673 0.024321 0.0002492
ARRDC2 0.055669 0.025260 0.0009819
RNASEH2A 0.055662 0.023509 7.195e-05
DNAJC5 0.055655 0.024344 0.0001814
RPIA 0.055626 0.024078 6.284e-06
DSEL 0.055611 0.021767 8.559e-06
SPRED2 0.055585 0.022609 2.72e-05
PHF20L1 0.055568 0.024909 0.0003174
FRRS1 0.055567 0.023005 6.982e-07
CYorf15B 0.055567 0.023005 6.982e-07
EHD1 0.055525 0.024088 0.0002018
MTF2 0.055493 0.025582 9.296e-05
DLK1 0.055484 0.022354 2.123e-05
WDFY1 0.055472 0.022401 4.549e-06
CHCHD4 0.055472 0.024726 0.000747
EXOSC8 0.055461 0.022784 2.809e-05
MEF2A 0.055435 0.028327 0.01873
ZNF592 0.055408 0.024057 4.278e-06
CFP 0.055408 0.024057 4.278e-06
MOSPD1 0.055398 0.025718 0.001962
CSRP1 0.055398 0.025718 0.001962
TP63 0.055356 0.024307 0.0006351
CHML 0.055349 0.026647 0.004548
H2AFV 0.055348 0.022614 8.211e-06
TRMT5 0.055332 0.028037 0.007166
CX3CR1 0.055321 0.024344 0.0002865
P2RY12 0.055317 0.021343 6.208e-07
VEGFB 0.055308 0.023825 0.0001518
RG9MTD2 0.055302 0.024740 0.0007199
NICN1 0.055285 0.027607 2.603e-14
ROBO4 0.055269 0.023274 5.276e-05
STXBP1 0.055267 0.023835 1.611e-07
NCEH1 0.055255 0.025994 0.004495
ACSL3 0.055229 0.023433 0.000197
MAGI2 0.055226 0.026799 0.006666
MAPK8IP2 0.055220 0.023594 1.99e-05
NT5C3 0.055198 0.023008 2.286e-05
NBR1 0.055191 0.022399 1.255e-11
ZFY 0.055169 0.025328 0.001147
TMEM88 0.055169 0.025328 0.001147
TOM1L2 0.055112 0.022714 1.365e-10
SLC12A9 0.055096 0.024108 6.454e-05
IMPDH1 0.055071 0.024950 0.0008145
ZNF587 0.055057 0.026652 0.00202
PKHD1L1 0.055047 0.021332 3.918e-10
CCDC107 0.055031 0.023518 9.123e-05
GPR107 0.055002 0.024646 0.00126
FIG4 0.054994 0.021973 7.24e-07
STX4 0.054973 0.022482 0
EFHC1 0.054969 0.025244 0.001916
DBI 0.054968 0.024223 9.345e-05
EIF3B 0.054935 0.023571 0.0005182
STAP2 0.054927 0.023422 0.0002767
DDX42 0.054902 0.021999 5.551e-17
OXR1 0.054898 0.022703 5.419e-05
G3BP2 0.054865 0.023246 4.669e-05
C5orf58 0.054861 0.023608 0.0003345
HHATL 0.054811 0.022045 6.091e-07
TAS2R4 0.054800 0.020383 4.482e-12
LYPLAL1 0.054781 0.021886 6.49e-07
UBE4B 0.054771 0.024452 0.0003115
TPRN 0.054771 0.023214 3.672e-05
LCN10 0.054759 0.023313 0.0001218
TEKT2 0.054753 0.022251 9.657e-09
DNTT 0.054753 0.023837 0.0001681
ACVR2A 0.054749 0.021938 8.835e-10
ZNF813 0.054739 0.025878 0.002579
MARCH9 0.054733 0.023161 7.538e-07
ZNF512B 0.054732 0.026628 0.00662
PCDH1 0.054710 0.024614 0.001358
HEXIM2 0.054695 0.024847 2.04e-05
MIOS 0.054677 0.023651 0.0002234
POLE3 0.054653 0.026970 0.01219
TOX 0.054634 0.023615 0.0002017
FNTA 0.054555 0.023513 1.994e-09
PDCL3 0.054554 0.022364 1.514e-06
CNR2 0.054495 0.024477 0.001009
RAD23B 0.054458 0.023572 0.0003404
VCAN 0.054450 0.022152 1.672e-05
TMOD3 0.054436 0.025320 0.003192
COX16 0.054426 0.023298 6.698e-05
RSBN1L 0.054415 0.022878 6.293e-05
VASP 0.054365 0.026471 0.008797
EEFSEC 0.054357 0.019359 2.457e-10
SRMS 0.054344 0.024854 0.00163
CCDC117 0.054325 0.024865 2.449e-05
CDK7 0.054287 0.024009 1.785e-05
PNP 0.054258 0.027099 0.01006
CPS1 0.054256 0.022535 1.872e-05
MORF4L1 0.054239 0.023454 0.0003193
AP3M2 0.054203 0.021240 5.512e-07
ERI1 0.054179 0.026292 0.001128
C15orf41 0.054171 0.024409 0.0008602
SBF1 0.054166 0.024976 0.0003777
RDM1 0.054163 0.020608 1.109e-07
LRRC17 0.054142 0.024820 0.0003942
HPRT1 0.054139 0.021251 3.214e-07
DGAT2 0.054139 0.021251 3.214e-07
YWHAZ 0.054123 0.025526 0.004096
PIGK 0.054099 0.022471 4.244e-05
HERC3 0.054099 0.022280 9.726e-06
DCAF8L1 0.054099 0.022471 4.244e-05
DNAH3 0.054088 0.025090 0.0009956
ITM2B 0.054072 0.022930 1.941e-06
CCDC42 0.054055 0.024627 0.001326
ATP13A3 0.054025 0.024943 0.001114
BIN2 0.054002 0.025442 0.004254
AKT3 0.053992 0.022730 2.298e-05
PRKRA 0.053981 0.025348 0.0002202
ACVR1C 0.053953 0.023459 0.000321
C7orf31 0.053939 0.024703 0.001428
BRP44 0.053938 0.021183 2.569e-06
ETS2 0.053914 0.025522 0.0031
NUP88 0.053844 0.024373 0.0002748
PGBD4 0.053833 0.023569 0.0004614
MARS2 0.053792 0.023898 3.62e-10
TMEM43 0.053786 0.023149 0.000171
CDK9 0.053769 0.022405 8.737e-08
ZMAT2 0.053760 0.026097 5.34e-05
PHOSPHO1 0.053759 0.025584 0.004358
MYO6 0.053758 0.022312 3.181e-06
ATP11B 0.053751 0.021076 1.43e-06
CHD4 0.053735 0.023529 0.0003904
CTTN 0.053697 0.023545 0.0002706
FGFBP2 0.053695 0.023747 0.0007375
ARHGEF6 0.053695 0.023747 0.0007375
OSBPL7 0.053646 0.023047 3.851e-06
SAE1 0.053591 0.025650 0.0029
PRCD 0.053576 0.024907 0.001155
SULT1B1 0.053537 0.020739 5.152e-09
C19orf76 0.053529 0.025318 0.002891
MAML2 0.053528 0.026230 0.007225
ABCB8 0.053507 0.024612 0.001378
TSPAN1 0.053498 0.025596 4.033e-05
SPPL3 0.053486 0.023220 4.603e-05
HAUS6 0.053374 0.024627 0.001483
CACNA1E 0.053365 0.024743 0.002468
UQCRC2 0.053345 0.023011 2.323e-05
TRAPPC10 0.053338 0.023643 7.636e-05
TMC5 0.053336 0.022039 1.803e-05
KIAA1161 0.053335 0.021839 2.049e-07
SLC43A1 0.053315 0.025899 0.001084
NAV3 0.053312 0.026403 0.006819
MAPK14 0.053307 0.024301 0.0004715
AMIGO3 0.053305 0.030456 3.478e-06
TMX3 0.053302 0.021327 3.41e-05
PHF14 0.053271 0.022412 6.59e-05
FAM3A 0.053271 0.022412 6.59e-05
NFKB1 0.053258 0.023352 7.485e-06
OLFML2B 0.053247 0.023289 0.0004694
TIMM44 0.053218 0.024210 0.001262
SOS2 0.053209 0.024347 0.001425
OCIAD1 0.053201 0.023134 6.173e-14
ELOVL4 0.053199 0.024125 0.0001296
PARD3 0.053160 0.021590 9.914e-06
MBD5 0.053114 0.020712 5.383e-09
FAM126B 0.053046 0.020820 7.622e-07
PRKCD 0.053044 0.023141 6.335e-06
TGM2 0.053035 0.024578 0.002205
IFNGR1 0.053033 0.023420 0.0005047
MMP14 0.053029 0.025808 0.00399
KLHL15 0.053026 0.025000 0.002198
C19orf70 0.053026 0.025000 0.002198
MRPL38 0.053021 0.025051 0.001293
FAM82A1 0.053004 0.022884 0.0001173
USP37 0.052958 0.022037 1.057e-09
SNRNP35 0.052955 0.022036 7.871e-07
GRIK1 0.052945 0.023669 6.793e-05
UNC13B 0.052923 0.023365 2.726e-05
SLC12A6 0.052915 0.022976 5.839e-05
EID2B 0.052913 0.021130 2.104e-06
NRARP 0.052909 0.027051 0.01589
LRRC8A 0.052896 0.022898 7.773e-05
DDX24 0.052874 0.024156 0.0004407
STAG3 0.052828 0.024416 2.121e-06
NUP153 0.052811 0.024061 0.0008634
ZNF260 0.052781 0.024598 3.097e-05
MEX3B 0.052763 0.023065 1.667e-05
FOXJ1 0.052762 0.022999 0.0003996
TMEM108 0.052742 0.023114 0.0003588
IGSF6 0.052715 0.022173 3.602e-07
UBAC2 0.052684 0.023000 0.0001432
CBWD6 0.052684 0.023000 0.0001432
SIPA1 0.052643 0.023530 1.896e-05
VPS54 0.052635 0.023040 5.82e-05
RASGRP1 0.052619 0.024365 0.001437
PRRG2 0.052566 0.024365 0.00128
MTA3 0.052562 0.022481 1.726e-06
FOXO4 0.052562 0.022481 1.726e-06
TMEM64 0.052557 0.025329 5.319e-06
C1D 0.052548 0.024056 0.001968
ABHD3 0.052516 0.022741 2.064e-08
PLAT 0.052513 0.020966 1.162e-06
UBE2Q2 0.052495 0.027323 0.003033
DLG1 0.052485 0.023402 0.0004618
RINL 0.052471 0.021087 2.013e-06
RPS11 0.052463 0.023574 0.0005031
LGALS3BP 0.052445 0.027012 0.009604
CARNS1 0.052444 0.023261 8.587e-07
C19orf52 0.052416 0.022635 8.481e-06
PLBD1 0.052412 0.023514 0.0003013
KCNN3 0.052378 0.025012 0.0002914
CFL1 0.052370 0.022019 1.95e-06
TMEM170B 0.052332 0.023043 0.0004143
C18orf32 0.052314 0.022468 8.721e-05
DCAF6 0.052293 0.023480 0.0005875
POGK 0.052277 0.021967 1.29e-05
RBM41 0.052262 0.022933 7.863e-06
FBXL16 0.052262 0.022933 7.863e-06
TGFA 0.052261 0.023830 0.001562
AP2M1 0.052255 0.023209 0.0002076
NDUFB3 0.052248 0.025525 0.001765
PFKFB4 0.052242 0.029515 0.0005214
GALM 0.052240 0.021932 4.441e-07
KIAA1984 0.052232 0.022311 2.734e-05
HADHB 0.052189 0.022077 1.444e-06
TRIM17 0.052170 0.024087 0.0003003
GCC1 0.052167 0.020558 3.289e-08
GNS 0.052154 0.022647 3.262e-05
N6AMT2 0.052144 0.023848 0.0007138
ANKRD16 0.052110 0.026603 0.008953
PLXNA4 0.052103 0.025025 0.00211
MED11 0.052086 0.026073 0.003965
PTRF 0.052082 0.025728 0.0006899
TLR2 0.052074 0.024013 0.0003809
NUP54 0.052074 0.022520 0.0001584
RNLS 0.052060 0.024066 0.0008792
CBFA2T3 0.052002 0.022930 0.0001794
KCNIP2 0.051995 0.020441 9.238e-08
POC1B 0.051989 0.023561 0.0001952
WBP1 0.051953 0.024037 4.297e-05
LTB 0.051951 0.023806 4.88e-05
TMCC1 0.051947 0.022403 2.042e-05
PCYOX1 0.051942 0.022174 1.914e-05
FGF11 0.051899 0.024370 0.0008105
KLK14 0.051898 0.027057 0.01085
CEP170 0.051878 0.022298 6.187e-05
SEC11A 0.051862 0.022648 5.552e-06
MX2 0.051862 0.032060 0.03583
CRTC3 0.051801 0.020797 1.27e-06
TMEM127 0.051797 0.024067 1.029e-12
THSD1 0.051770 0.021918 2.302e-07
RUFY3 0.051756 0.023188 0.0001908
NUDT9 0.051752 0.023317 7.484e-05
C4orf52 0.051739 0.027273 0.02311
MKI67 0.051717 0.023650 0.0006156
IQCD 0.051703 0.023878 0.0009759
PIWIL4 0.051702 0.022169 5.389e-05
PRSS21 0.051698 0.022180 0.000148
ORMDL1 0.051630 0.022203 2.262e-05
HMOX2 0.051616 0.022766 6.752e-05
DDHD1 0.051616 0.021814 2.255e-05
TOR1AIP1 0.051607 0.022102 1.591e-06
PAK6 0.051567 0.025661 0.01104
SPPL2B 0.051539 0.026358 0.00722
KCNC4 0.051523 0.025464 0.005043
UBXN2B 0.051510 0.022821 0.0002548
UBLCP1 0.051485 0.022664 0.000222
MRPS35 0.051482 0.023103 0.0008965
MAST2 0.051482 0.021848 2.397e-12
ZNF709 0.051468 0.022382 9.604e-05
ZXDC 0.051460 0.022154 3.359e-05
GMPS 0.051414 0.022565 0.0001267
CYHR1 0.051388 0.022536 1.512e-06
RALGAPA2 0.051342 0.024662 0.001414
DVL2 0.051339 0.022741 0.0001523
LIMD2 0.051336 0.021496 5.379e-14
PLCD3 0.051324 0.021651 2.961e-06
PATZ1 0.051312 0.022023 3.914e-06
METTL14 0.051310 0.023851 0.0002624
RFFL 0.051290 0.022220 0.0001834
INO80B 0.051279 0.020463 5.273e-10
MAGI3 0.051270 0.024500 0.0006912
NAMPT 0.051257 0.023922 0.001646
SLC25A17 0.051252 0.023533 1.019e-07
NCF4 0.051250 0.023635 0.001183
LDLRAD2 0.051249 0.024163 0.002074
DERL1 0.051218 0.023102 0.0006881
FHOD3 0.051213 0.021182 1.735e-06
PHF10 0.051212 0.020333 1.596e-07
STMN1 0.051194 0.021156 9.361e-09
PPP2R3A 0.051161 0.020979 9.222e-11
PDGFC 0.051149 0.021386 2.74e-05
ARMCX2 0.051149 0.021386 2.74e-05
MOB2 0.051147 0.023944 0.0005337
GTF3C4 0.051145 0.025632 0.008481
MYO7A 0.051074 0.025614 0.004521
UBE4A 0.051072 0.024556 0.001542
C2orf82 0.051065 0.024203 0.001773
BCL2A1 0.051047 0.025885 0.01117
COL24A1 0.051041 0.023080 0.0001243
PLA2G12A 0.050990 0.021002 5.746e-06
ALPK3 0.050969 0.021156 3.073e-07
IL16 0.050967 0.024934 0.004148
MST1 0.050960 0.033670 0.001935
MTX2 0.050959 0.022594 0.0001658
STAU2 0.050955 0.022168 7.038e-05
ID2 0.050934 0.022786 0.0006806
ZNF616 0.050914 0.027030 0.02035
HTR3A 0.050907 0.023269 0.0003876
TOP1MT 0.050880 0.023071 7.184e-05
EFNA3 0.050830 0.021570 5.19e-08
TRIM13 0.050791 0.024959 0.00194
HACE1 0.050757 0.021503 1.93e-05
B3GNT9 0.050730 0.023663 2.004e-06
IL27 0.050718 0.022812 2.983e-07
APBB3 0.050697 0.022048 9.549e-08
NFATC2IP 0.050693 0.023936 0.0001356
EEF1E1 0.050686 0.022755 0.0002857
ZNF473 0.050627 0.023294 0.0004785
MTM1 0.050627 0.023294 0.0004785
C2orf68 0.050623 0.023863 0.0009767
USP48 0.050615 0.024138 0.001331
PTGS2 0.050615 0.023033 0.0003471
BCAM 0.050609 0.024924 0.005908
ZDHHC8 0.050605 0.022054 9.917e-05
PIAS2 0.050599 0.021354 2.744e-06
ZNF469 0.050593 0.024754 0.003027
ZNF532 0.050541 0.025032 0.005667
UBA6 0.050536 0.026057 0.003838
SLC2A3 0.050533 0.023971 0.002846
DTX3 0.050532 0.023298 0.000199
ARMCX4 0.050532 0.023298 0.000199
TMEM183A 0.050514 0.022890 0.0005984
TMEM175 0.050509 0.023232 0.0001524
SMAD6 0.050501 0.021892 0.0001874
TM2D3 0.050441 0.021410 1.068e-05
LIMCH1 0.050429 0.024401 0.003328
PPP6R2 0.050394 0.023895 0.0007476
OBFC1 0.050391 0.023373 0.0006289
NRIP1 0.050384 0.026370 0.01138
FCGR2A 0.050353 0.026270 0.01608
N4BP2L1 0.050348 0.021825 0.0001723
ZNF124 0.050306 0.021015 2.298e-05
GBA 0.050273 0.022174 1.066e-07
HBE1 0.050210 0.026099 0.01202
C20orf197 0.050176 0.025373 0.007654
NEU1 0.050169 0.023144 3.511e-06
ERI2 0.050164 0.023633 6.732e-05
CDKN2D 0.050148 0.024530 0.00232
PELI1 0.050142 0.023270 0.0004938
MUM1 0.050142 0.026987 0.01142
CEP55 0.050118 0.024411 0.003238
CD3D 0.050090 0.023647 0.001461
ALKBH8 0.050071 0.021350 6.971e-06
TMEM56 0.050066 0.021412 4.688e-05
COG1 0.050058 0.024659 0.001174
HDAC3 0.050040 0.020489 2.181e-06
KIAA1033 0.050038 0.024319 0.003339
ANKRD2 0.050037 0.022658 0.0002378
EIF5 0.050032 0.022974 0.0005814
MAPKAP1 0.050031 0.021237 1.043e-06
CTLA4 0.049996 0.023230 0.0003781
CLIP4 0.049960 0.022127 0.0001027
NF1 0.049952 0.020811 1.235e-08
CNOT2 0.049944 0.022628 0.0001447
PMFBP1 0.049929 0.024180 0.0001375
DCAF16 0.049899 0.020234 1.22e-06
ATAD3A 0.049860 0.020798 2.081e-06
ERRFI1 0.049841 0.022824 0.0002731
TRIP12 0.049839 0.022195 0.0004913
CCDC18 0.049820 0.020452 8.628e-09
NUDT6 0.049806 0.021577 1.635e-05
C14orf80 0.049760 0.021399 2.027e-05
TTLL4 0.049751 0.020910 8.214e-10
LYPD3 0.049736 0.024812 0.003219
RFX2 0.049731 0.024615 0.003428
EIF4A3 0.049717 0.026315 0.009465
RNF125 0.049710 0.026212 0.01477
GMPR2 0.049706 0.022963 0.0009067
CCDC73 0.049698 0.021123 6.52e-06
FAM149B1 0.049677 0.025323 5.551e-16
GOLT1B 0.049651 0.022148 0.0001109
CDKN2AIP 0.049649 0.025960 0.009817
SGMS1 0.049617 0.022544 0.0002063
ITGAE 0.049616 0.027180 0.02175
PLK2 0.049610 0.021389 4.424e-05
CDC42EP2 0.049594 0.023765 0.0003371
KLHDC10 0.049580 0.023571 0.001768
DHRS4 0.049552 0.025435 0.006783
NAT8L 0.049545 0.024096 0.003275
NDUFB9 0.049541 0.023493 0.001274
SIK3 0.049509 0.024565 0.00237
ATP6V0B 0.049508 0.021771 4.117e-06
HRASLS5 0.049498 0.022660 0.0001879
TMUB1 0.049479 0.025455 0.007198
CHST10 0.049442 0.022604 0.0001036
CLIP2 0.049436 0.022952 0.0001284
ADO 0.049426 0.019442 8.64e-08
CPLX2 0.049396 0.023710 0.001311
GPBAR1 0.049372 0.021225 8.586e-08
USP24 0.049361 0.021183 3.52e-05
ARFGEF2 0.049334 0.021509 5.179e-06
C11orf45 0.049315 0.022822 0.0007636
NFKBIL1 0.049310 0.023732 0.0003203
CORO1A 0.049284 0.025470 2.462e-05
IQSEC1 0.049278 0.024299 0.003415
DCLRE1B 0.049269 0.021936 8.44e-06
SOCS6 0.049266 0.024443 0.004509
SH3GL1 0.049266 0.024537 0.003637
KPNA1 0.049259 0.025186 0.00825
MED31 0.049248 0.025102 0.005847
SLC3A1 0.049214 0.023380 0.000268
ACD 0.049208 0.023863 2.729e-09
IL2RB 0.049193 0.023765 0.001148
FZD7 0.049187 0.023524 0.000612
AIMP2 0.049177 0.020946 4.397e-05
GDF10 0.049165 0.023549 3.088e-05
ZFP37 0.049153 0.025301 0.007035
ZNF90 0.049131 0.021495 3.224e-05
POLD2 0.049120 0.022369 0.0002454
ALAS1 0.049117 0.025281 0.0001812
LDB2 0.049112 0.023178 0.001746
EPS8 0.049096 0.025843 0.01321
N4BP2 0.049037 0.021371 3.397e-05
RAD51 0.049026 0.021086 5.654e-08
CDV3 0.049002 0.022967 0.0005971
SCUBE3 0.048945 0.020180 6.763e-09
C3orf33 0.048922 0.021136 2.607e-05
ZNF673 0.048915 0.022588 0.0007156
ELOVL5 0.048915 0.022588 0.0007156
RIN3 0.048881 0.024030 0.004893
CYP51A1 0.048859 0.019511 2.776e-16
EIF3L 0.048819 0.023664 0.003279
UBE2E1 0.048807 0.022551 0.0003508
EDEM3 0.048794 0.021634 0.0001007
KL 0.048777 0.021837 0.0003268
INMT 0.048768 0.023737 0.001235
CAMK2N1 0.048763 0.023689 0.003419
RTEL1 0.048721 0.023583 0.001087
DHRS7 0.048683 0.024696 1.075e-06
OPTN 0.048678 0.025762 0.008313
HDX 0.048678 0.025762 0.008313
ANKIB1 0.048675 0.023372 5.547e-05
DHRS4L2 0.048640 0.026944 0.02076
FAM172A 0.048610 0.022849 0.0007766
C14orf119 0.048596 0.027868 0.03226
QRSL1 0.048562 0.022504 0.000352
CCDC22 0.048562 0.022504 0.000352
KCTD9 0.048553 0.022629 0.0003677
MCCC2 0.048550 0.022078 1.417e-05
HIST1H1C 0.048441 0.024553 3.001e-05
ZNF345 0.048427 0.024824 6.989e-05
C9orf41 0.048423 0.022475 0.001209
VAMP8 0.048382 0.023210 0.0009658
FBXO6 0.048380 0.024692 0.009044
DTX1 0.048319 0.022438 0.0003635
RABL2A 0.048301 0.023567 0.002553
NOV 0.048289 0.022979 0.0004373
KIAA1191 0.048287 0.022416 0.0006144
CPSF4 0.048283 0.023174 2.839e-05
B2M 0.048282 0.025069 0.002856
DNAJC1 0.048281 0.022626 1.322e-05
C12orf53 0.048277 0.024173 0.001367
PRKCQ 0.048234 0.027645 0.02131
FAM50A 0.048223 0.023710 2.565e-06
ABHD1 0.048223 0.023710 2.565e-06
HTR7 0.048208 0.025514 0.01822
SAR1A 0.048182 0.024909 0.006149
PPWD1 0.048179 0.020667 2.625e-06
CTR9 0.048164 0.025213 0.009325
SYN3 0.048142 0.024524 0.00537
NADSYN1 0.048127 0.022487 0.0002854
TCERG1 0.048122 0.023650 0.001538
NLGN2 0.048118 0.023440 0.001151
SLC10A7 0.048112 0.025645 0.00608
SUMO3 0.048105 0.022862 0.0008592
RGS18 0.048021 0.020160 2.59e-06
TOR2A 0.048016 0.022379 2.427e-05
MLL4 0.047983 0.021550 0.0003003
VWA5B2 0.047942 0.024105 0.003392
PPARA 0.047917 0.024594 0.003821
GIT2 0.047917 0.020311 1.369e-06
SPINT1 0.047914 0.022348 6.499e-05
ZNF385D 0.047910 0.024977 0.01014
ARFRP1 0.047905 0.025067 0.005894
ZNF844 0.047857 0.021881 0.0003836
CPSF3L 0.047856 0.021161 1.461e-06
ATP6V1D 0.047849 0.019703 6.047e-11
RCC2 0.047837 0.023072 0.001328
CMC1 0.047830 0.021983 0.0006881
CCNE2 0.047798 0.021095 4.628e-05
TERF1 0.047788 0.023063 0.001832
FAM63B 0.047776 0.025130 0.00762
ALDH6A1 0.047765 0.020192 1.276e-07
USO1 0.047761 0.021887 0.000358
HIPK4 0.047757 0.022226 0.0008988
SACS 0.047754 0.023111 0.00226
PPID 0.047730 0.021182 4.321e-05
EIF5A2 0.047704 0.021389 9.99e-05
TP53INP1 0.047650 0.020561 2.401e-05
C5orf28 0.047645 0.023433 0.0001532
LPCAT3 0.047610 0.023946 0.004168
TXNL1 0.047565 0.023601 0.006083
ZNF816 0.047559 0.025961 0.01154
ACACA 0.047546 0.020798 3.949e-05
BTD 0.047538 0.024131 0.002046
SMAD3 0.047520 0.023691 0.004458
ASGR1 0.047514 0.023403 0.002251
SLC9A9 0.047512 0.022445 0.0007381
S100A11 0.047511 0.023424 0.0009927
EFHC2 0.047511 0.023424 0.0009927
ZNF678 0.047484 0.020443 4.047e-07
ZNF202 0.047439 0.020678 1.996e-05
CTTNBP2 0.047430 0.022877 0.0005034
ESCO2 0.047420 0.023313 0.002056
SUSD5 0.047418 0.022336 0.0007263
DNAJC3 0.047402 0.021026 3.654e-05
SFSWAP 0.047396 0.022796 0.001736
GGCT 0.047384 0.022019 0.0007545
C12orf57 0.047379 0.022258 0.0004635
GAS2L2 0.047368 0.021872 0.0004296
PECR 0.047359 0.024344 0.005505
BAHD1 0.047338 0.022311 4.774e-06
AKR7A3 0.047321 0.024440 0.002692
C17orf96 0.047310 0.024571 0.008864
ATG13 0.047303 0.022731 9.325e-07
FLRT1 0.047302 0.021789 0.0001008
TMEM167A 0.047299 0.021244 5.42e-05
RPUSD4 0.047287 0.023478 0.002192
MESDC2 0.047284 0.021318 0.0004081
CLSTN1 0.047271 0.025032 0.00669
CGGBP1 0.047271 0.022576 0.0003986
S100A8 0.047252 0.022838 0.0001276
WSCD2 0.047237 0.022702 0.002031
AKT1S1 0.047201 0.024243 0.004112
PKN1 0.047200 0.025420 0.01515
CAPN7 0.047140 0.024655 0.01048
H3F3B 0.047101 0.022532 0.0002798
DUSP5 0.047079 0.022320 0.0008652
ENO3 0.047066 0.023916 0.004196
DAB1 0.047038 0.023494 0.002568
MYLK3 0.047035 0.023033 2.925e-14
EVC 0.047023 0.027614 0.02159
CDC42EP4 0.047005 0.026678 0.01792
TRIM62 0.047003 0.024790 0.006685
FAM98C 0.046936 0.022476 0.001606
MAPKAPK2 0.046927 0.022451 0.001763
PSME4 0.046918 0.023282 0.001666
MXI1 0.046909 0.021799 0.0002175
RBM42 0.046897 0.023001 0.002485
MMP28 0.046885 0.020174 2.727e-06
BMPR1A 0.046837 0.020722 5.249e-05
ZNF229 0.046830 0.024173 0.008015
ACAD11 0.046829 0.023547 0.003717
SHISA7 0.046816 0.025819 0.01474
MARCH3 0.046805 0.020651 1.555e-05
RAB24 0.046793 0.023042 0.003691
DPPA4 0.046789 0.025126 0.01862
ATN1 0.046757 0.024034 0.005767
JHDM1D 0.046720 0.021888 0.0007841
ZNF670 0.046705 0.021087 0.0002524
DYNC1I1 0.046686 0.022636 0.0008892
MLYCD 0.046668 0.028179 0.03022
EZR 0.046649 0.021680 0.0005795
PHF17 0.046633 0.021128 4.743e-05
AXL 0.046628 0.023358 0.004465
ARL6IP4 0.046617 0.019972 1.394e-09
KLHL29 0.046559 0.021356 9.185e-05
KRI1 0.046546 0.021051 0.0001697
C17orf81 0.046540 0.023851 0.002746
RNFT2 0.046530 0.024555 0.00517
EMP1 0.046500 0.024291 0.006363
HBS1L 0.046494 0.021556 0.0003363
RPP38 0.046464 0.022215 0.001626
EID2 0.046459 0.020689 9.096e-05
SOBP 0.046449 0.022434 0.001204
CRHBP 0.046437 0.025506 0.0179
SMARCD3 0.046406 0.023506 0.003186
ATMIN 0.046405 0.021952 0.0003264
DPF3 0.046398 0.022834 0.0006771
ALG11 0.046395 0.020007 3.56e-07
