gene h2 se p
ADAT3 0.059235 0.358606 0.4397
CWC25 0.077307 0.395344 0.4397
LAS1L 0.054294 0.345039 0.4397
LILRA5 0.051006 0.335177 0.4398
SYDE2 0.063277 0.369227 0.4399
ARID1A 0.061819 0.365354 0.44
C19orf59 0.056839 0.353246 0.44
CNBP 0.055242 0.348267 0.44
ATG4D 0.060872 0.364314 0.4402
LOC643733 0.059833 0.361979 0.4402
BCAT1 0.060404 0.363254 0.4403
BFSP1 0.062958 0.369562 0.4404
MTRNR2L6 0.047909 0.327041 0.4404
LOC148709 0.063840 0.370881 0.4405
TRIM13 0.053295 0.344768 0.4405
CACNB2 0.061410 0.366332 0.4406
METT11D1 0.055861 0.351795 0.4407
UBXN2B 0.064563 0.373411 0.4407
SDAD1 0.062187 0.368886 0.441
C1orf21 0.054894 0.351439 0.4412
PYY2 0.062112 0.369101 0.4412
SPG21 0.056273 0.354519 0.4413
ATOX1 0.065209 0.376234 0.4415
CLIP3 0.055169 0.352391 0.4415
LOC647979 0.064613 0.375240 0.4416
NPTX2 0.060332 0.365926 0.4416
OGFR 0.057158 0.357834 0.4416
AOC2 0.067416 0.381804 0.4417
IFI35 0.055089 0.353447 0.4417
LAX1 0.062618 0.371320 0.4417
PVR 0.054031 0.349282 0.4417
RARS2 0.055893 0.355324 0.4418
BST1 0.061149 0.368652 0.442
TM6SF1 0.065666 0.378668 0.4421
AGXT2L2 0.051697 0.344240 0.4422
C9orf86 0.065320 0.378335 0.4422
DIS3L 0.060415 0.368243 0.4422
RAB11FIP3 0.056289 0.357376 0.4422
TESK2 0.062650 0.372928 0.4422
GNAS 0.065824 0.380231 0.4425
ZMAT5 0.065478 0.379688 0.4426
TLN1 0.063484 0.375954 0.4428
EPHB6 0.057436 0.361485 0.4429
RAD54L 0.059842 0.368475 0.4431
PSMG2 0.059432 0.368144 0.4432
MLL2 0.054436 0.355172 0.4434
NIT1 0.053108 0.352257 0.4435
RPL35 0.056887 0.362131 0.4435
PKI55 0.065163 0.381142 0.4436
LOC388948 0.050071 0.344186 0.4438
QPCTL 0.052901 0.352875 0.444
ADM 0.053585 0.354420 0.4441
PRDX2 0.057785 0.366021 0.4443
ABCC6 0.057492 0.365473 0.4444
CCDC25 0.059495 0.370689 0.4444
NDUFS2 0.067232 0.386991 0.4444
CPT1C 0.054234 0.357908 0.4446
MTM1 0.047959 0.339156 0.4446
SLC8A1 0.052376 0.352409 0.4446
SERAC1 0.058846 0.370209 0.4447
ACTN1 0.056929 0.365725 0.4448
BDP1 0.059433 0.371675 0.4449
CREB3L3 0.044914 0.329514 0.4449
NR1I2 0.055745 0.362683 0.4449
RPL7L1 0.055126 0.361224 0.4449
EXOC1 0.052848 0.354971 0.445
SCARNA17 0.045921 0.333686 0.4451
SMNDC1 0.060064 0.374273 0.4451
EPDR1 0.051842 0.352271 0.4452
GABARAPL2 0.057316 0.367770 0.4452
LARP7 0.050730 0.349151 0.4452
PHF20 0.055732 0.363746 0.4453
GBGT1 0.056451 0.366815 0.4457
SLC25A12 0.053697 0.358983 0.4457
CLU 0.057638 0.370597 0.446
UBP1 0.058665 0.373049 0.4461
SPON1 0.054662 0.363508 0.4462
SYNPO2 0.062096 0.381174 0.4462
NOP10 0.056113 0.367561 0.4464
ZNF25 0.052390 0.357542 0.4464
DAB2IP 0.057076 0.370267 0.4465
SMARCC2 0.062815 0.383100 0.4465
C17orf37 0.059053 0.375216 0.4466
FKBP15 0.043088 0.327708 0.4468
GEMIN6 0.047755 0.344690 0.4468
C19orf28 0.063093 0.384402 0.4469
MIR663 0.049669 0.351570 0.4469
RABL3 0.062445 0.383454 0.4469
CCDC73 0.055072 0.366172 0.447
CSRP1 0.053166 0.361402 0.447
PMPCB 0.054107 0.364334 0.447
RAP1GAP2 0.055782 0.367833 0.447
WDR92 0.043229 0.330079 0.4471
DSC1 0.043872 0.332314 0.4473
PBX1 0.053908 0.365077 0.4475
POC5 0.059672 0.378806 0.4475
TFF3 0.056129 0.370679 0.4475
MPZL2 0.053784 0.364637 0.4476
F2R 0.053640 0.365029 0.4477
SAMD9 0.058926 0.377562 0.4477
PELI1 0.042706 0.329742 0.4478
ZNF787 0.055624 0.369775 0.4478
CCT5 0.049327 0.352982 0.4479
HIST1H1C 0.043222 0.331951 0.4479
HAUS2 0.048441 0.350203 0.448
TRIM23 0.055965 0.371523 0.4481
GAPVD1 0.048853 0.352121 0.4482
ZNF708 0.055409 0.370737 0.4484
ZFP41 0.056296 0.373471 0.4486
KCTD2 0.056392 0.375187 0.4487
LOC100527964 0.060110 0.382901 0.4488
C9orf80 0.059824 0.382780 0.4489
ZNF252 0.052834 0.365726 0.449
PITRM1 0.052400 0.364390 0.4491
IGF1 0.058289 0.379939 0.4492
SUMO1P3 0.045876 0.344999 0.4492
NRN1 0.047689 0.351316 0.4493
B4GALT3 0.053961 0.369633 0.4494
PINK1 0.053596 0.369083 0.4494
PCSK1N 0.051318 0.364152 0.4497
PPP6R2 0.047368 0.351650 0.4497
PCIF1 0.053005 0.368098 0.4498
ARHGEF2 0.052604 0.367679 0.4499
MYLK4 0.043111 0.337726 0.4499
RNF31 0.043604 0.339835 0.4499
TMEM214 0.055072 0.374616 0.4501
ENPP2 0.056697 0.378863 0.4502
TPP1 0.045226 0.346229 0.4502
ALDH3B1 0.048868 0.359034 0.4504
C12orf4 0.045273 0.346495 0.4504
IFITM3 0.053605 0.372205 0.4504
LACE1 0.046797 0.352222 0.4505
EDF1 0.049342 0.360796 0.4506
GTF3C5 0.046428 0.351451 0.4506
MEN1 0.040297 0.328515 0.4506
NCRNA00219 0.047566 0.355277 0.4506
BRWD1 0.051638 0.367168 0.4507
BTK 0.053288 0.371710 0.4507
ZNF362 0.059503 0.386763 0.4508
ACTN3 0.050841 0.365671 0.4509
ORC5 0.052400 0.370244 0.451
HSPD1 0.055489 0.378154 0.4511
DBR1 0.050243 0.364772 0.4513
FBXW5 0.053028 0.372624 0.4514
RNF168 0.053216 0.373565 0.4514
C11orf73 0.048393 0.361452 0.4516
OTUD5 0.045390 0.351210 0.4517
SREK1 0.054823 0.378259 0.4517
ACLY 0.053270 0.374662 0.4518
SUMF1 0.052107 0.371819 0.4519
ZNF239 0.045861 0.352844 0.4519
CARD9 0.055407 0.380587 0.452
KBTBD3 0.052096 0.372007 0.452
SLC19A2 0.050419 0.367505 0.452
UPK2 0.048350 0.362324 0.4522
C14orf129 0.054580 0.379652 0.4523
RUVBL2 0.053042 0.375430 0.4524
GPR68 0.053365 0.377221 0.4526
STARD8 0.045066 0.352626 0.4526
FHAD1 0.050048 0.368214 0.4527
GDPD5 0.051543 0.372570 0.4527
GOLGA1 0.049697 0.367848 0.4527
SMURF1 0.050184 0.369197 0.4527
TNPO2 0.057065 0.386416 0.4527
LRRC57 0.049267 0.366422 0.4528
TTYH3 0.053927 0.379420 0.4528
IMP4 0.047048 0.360881 0.453
LPAR6 0.046724 0.360394 0.453
SOS1 0.043078 0.347048 0.453
FBXW4 0.051794 0.374363 0.4531
C17orf49 0.053686 0.379426 0.4532
CLCN3 0.044517 0.353783 0.4534
KBTBD2 0.045975 0.358414 0.4534
WDR17 0.050131 0.371580 0.4534
GNB4 0.041148 0.342137 0.4536
NSD1 0.048222 0.365703 0.4536
C12orf32 0.049237 0.369378 0.4537
ARRDC4 0.054096 0.382777 0.454
LIMK1 0.046258 0.361036 0.454
LOC100132273 0.046243 0.361811 0.454
MBD3 0.049442 0.371483 0.4541
TFCP2 0.046523 0.362237 0.4541
C14orf64 0.046633 0.363532 0.4542
HEPH 0.041733 0.346992 0.4542
SMPD1 0.045061 0.357699 0.4542
MTUS1 0.051352 0.376910 0.4543
CLIC6 0.041040 0.344397 0.4544
CMTM2 0.052204 0.379798 0.4546
IL15 0.045769 0.361635 0.4547
RNASEH2A 0.042578 0.351887 0.4548
TTI1 0.044572 0.358897 0.4548
WTAP 0.049747 0.374043 0.4549
ZFPL1 0.048570 0.370903 0.4549
IGLL5 0.043877 0.356690 0.455
LIX1 0.048120 0.370447 0.4552
SNORA32 0.047483 0.369431 0.4552
PTCD2 0.047231 0.367806 0.4553
SLC4A1 0.044727 0.360536 0.4553
TMEM14B 0.041198 0.348405 0.4553
ENTPD2 0.049776 0.375764 0.4554
DNM1P35 0.036151 0.327782 0.4555
ZNF627 0.038579 0.339083 0.4555
PRR19 0.049968 0.377139 0.4557
PXDNL 0.035943 0.328377 0.4558
GPSM3 0.055638 0.391512 0.4559
SULT1A1 0.051881 0.382760 0.4559
TRAM2 0.045512 0.364970 0.4559
AP3S2 0.046518 0.368023 0.456
FGFR1OP 0.045978 0.366349 0.456
MMP24 0.043421 0.358866 0.456
PCK2 0.042330 0.354696 0.4561
RRP7B 0.043771 0.359770 0.4561
EFHB 0.051120 0.382010 0.4563
LIMS1 0.043324 0.359298 0.4564
MR1 0.040578 0.349547 0.4564
CMTM1 0.045806 0.368060 0.4566
LASS3 0.045056 0.365897 0.4567
CUX2 0.046636 0.371081 0.4568
LPIN3 0.044179 0.363971 0.4568
MAGOHB 0.038425 0.343049 0.4568
SEC1 0.050092 0.380962 0.4568
ST3GAL2 0.040510 0.350806 0.4568
SMPD4 0.051123 0.383486 0.4569
MTSS1 0.045570 0.369981 0.4574
EPS8L2 0.036614 0.337436 0.4575
USP31 0.045307 0.370429 0.4577
ZNF117 0.043530 0.364368 0.4577
GLB1 0.045509 0.372162 0.4579
C20orf106 0.043086 0.364795 0.4584
SDC3 0.050235 0.386378 0.4585
BUD13 0.039263 0.351815 0.4586
PRSS1 0.041258 0.360506 0.4586
AFG3L1P 0.046150 0.375981 0.4587
ACOXL 0.042856 0.366443 0.4588
RYK 0.040827 0.359563 0.459
MIR373 0.042414 0.365309 0.4591
ZNF597 0.036004 0.341169 0.4592
GABRR2 0.049272 0.386516 0.4594
C1orf200 0.041222 0.362948 0.4595
ARMC2 0.051108 0.391882 0.4596
DPM2 0.046537 0.379713 0.4596
ZSCAN21 0.043750 0.371698 0.4596
BAG5 0.041090 0.362781 0.4597
DYNC1I2 0.039370 0.356333 0.4597
CDKN2AIPNL 0.031888 0.323984 0.4599
FBXO18 0.040750 0.362822 0.4599
PPAP2C 0.046080 0.379196 0.4599
SRSF9 0.042157 0.367285 0.4599
ZNF281 0.033063 0.330022 0.4599
CA4 0.034719 0.338589 0.46
KIAA0040 0.040367 0.361449 0.46
FAM59B 0.039383 0.358467 0.4602
MRPS5 0.042407 0.369041 0.4602
FAM134A 0.039897 0.360300 0.4603
PREP 0.033258 0.333137 0.4603
PYHIN1 0.042181 0.368942 0.4604
XRCC5 0.041765 0.367550 0.4604
CSTF1 0.043769 0.374971 0.4606
DNMT3A 0.043003 0.372596 0.4606
LOC255130 0.036647 0.349272 0.4606
DNAI2 0.041027 0.366051 0.4607
HOXC4 0.040617 0.364847 0.4607
RNF13 0.040703 0.365869 0.4609
GCDH 0.046960 0.386093 0.4612
DLX4 0.036415 0.350897 0.4613
FAM174B 0.039604 0.362973 0.4613
POLK 0.036120 0.349900 0.4613
FAM168A 0.042119 0.372261 0.4614
RTTN 0.033290 0.337653 0.4614
EEF1A2 0.038197 0.359055 0.4615
SLC4A5 0.040388 0.367135 0.4616
LANCL1 0.037528 0.358654 0.4621
CXorf21 0.039386 0.366084 0.4622
RNF114 0.031785 0.333580 0.4622
AGFG1 0.042774 0.377528 0.4623
ILDR1 0.037618 0.359342 0.4623
JAKMIP1 0.037450 0.359939 0.4624
ZBTB9 0.031751 0.333767 0.4624
ARL3 0.037454 0.360373 0.4626
CCT4 0.037127 0.359061 0.4626
LOC84989 0.034577 0.347978 0.4626
HIST1H2BF 0.036015 0.355248 0.4627
KRTCAP2 0.041809 0.375875 0.4627
AGAP1 0.033737 0.345430 0.4628
LOC100129034 0.038701 0.365755 0.4628
SNCG 0.040086 0.371758 0.4631
CENPA 0.035004 0.352497 0.4632
CNDP2 0.041733 0.377646 0.4633
ANKRD13B 0.033852 0.348659 0.4634
CIRBP 0.030527 0.331926 0.4634
LAGE3 0.033803 0.347987 0.4635
ZNF326 0.028761 0.322843 0.4635
SR140 0.037427 0.364009 0.4636
FLJ43663 0.033565 0.349150 0.4637
BTN3A3 0.032422 0.342952 0.4638
HERC2P2 0.043285 0.384197 0.4638
KRT18 0.044395 0.387370 0.4638
CDS2 0.038046 0.368385 0.464
FIGNL2 0.030588 0.334928 0.464
MRI1 0.036778 0.363072 0.464
PNPLA6 0.039952 0.374220 0.464
SLC22A23 0.041888 0.380941 0.464
ZNF487P 0.034035 0.351699 0.464
EDN3 0.031425 0.340415 0.4642
FAM193B 0.034515 0.354729 0.4643
AK5 0.040472 0.377949 0.4644
ZNF672 0.038777 0.372068 0.4644
TMEM132E 0.040112 0.377243 0.4645
ZNF596 0.037261 0.367101 0.4645
TKT 0.037589 0.368506 0.4646
BLOC1S2 0.039150 0.374397 0.4648
KIAA0556 0.029274 0.331624 0.4648
PIKFYVE 0.031758 0.344454 0.4648
KCNJ14 0.037099 0.367490 0.4649
MGC2752 0.027032 0.319133 0.465
GMCL1L 0.033954 0.356075 0.4652
HEATR4 0.036350 0.366009 0.4652
PRH2 0.038529 0.374945 0.4654
SRM 0.029125 0.333906 0.4655
FBXO9 0.041841 0.386214 0.4656
LOC100128361 0.030877 0.344071 0.4657
BTBD17 0.033899 0.358597 0.4659
PEX11B 0.035084 0.363913 0.4659
FKBP10 0.029990 0.340562 0.466
GRN 0.033168 0.356088 0.466
KDM5C 0.027993 0.330181 0.466
ZNF764 0.037704 0.374859 0.4661
C17orf51 0.037619 0.375214 0.4663
NEK6 0.039267 0.380920 0.4664
GPRC5B 0.028687 0.336139 0.4666
KREMEN1 0.039470 0.382603 0.4666
MAPK14 0.034675 0.365474 0.4666
FAM149A 0.035535 0.369318 0.4667
PER3 0.029491 0.341361 0.4667
C20orf46 0.035927 0.371116 0.4668
ZNF331 0.027116 0.328506 0.4668
DPH1 0.031804 0.354994 0.467
POU5F1B 0.030764 0.349733 0.467
ZNF100 0.033490 0.361802 0.467
RINL 0.034445 0.367302 0.4673
TP53BP2 0.032131 0.356968 0.4673
FNDC3A 0.038209 0.381754 0.4674
TRIM78P 0.033421 0.364272 0.4676
TMEM18 0.027039 0.332704 0.4678
FAM129A 0.037896 0.382874 0.4681
FAM172B 0.033284 0.366000 0.4681
PAN2 0.032398 0.361589 0.4681
JRKL 0.030060 0.351686 0.4682
YTHDF1 0.033879 0.368517 0.4682
BCO2 0.030520 0.354176 0.4683
BZRAP1 0.032415 0.362857 0.4683
CASC3 0.034887 0.373063 0.4683
VSIG4 0.031846 0.360450 0.4683
C1orf187 0.033912 0.369906 0.4684
MGC16275 0.031996 0.362085 0.4685
DENND4B 0.031809 0.361113 0.4686
GNB5 0.031789 0.361394 0.4686
ZNF141 0.035113 0.375010 0.4686
CREB3L4 0.029566 0.351022 0.4687
RNF208 0.039728 0.391473 0.4687
EMD 0.034125 0.372871 0.4689
IFT140 0.031941 0.364197 0.469
TMEM79 0.032185 0.365214 0.4691
USF1 0.033445 0.370478 0.4691
DARC 0.030789 0.359489 0.4692
RANBP10 0.027074 0.340684 0.4694
C1orf59 0.032351 0.369169 0.4698
LOC339929 0.038122 0.391073 0.4699
CRYGS 0.027200 0.347478 0.4705
LSM2 0.026041 0.340838 0.4705
SNHG11 0.024260 0.329145 0.4705
APBA3 0.028858 0.356851 0.4706
VTN 0.025356 0.337821 0.4707
ZNF879 0.023095 0.322971 0.4708
ETV6 0.031420 0.371599 0.4711
SEC14L4 0.020600 0.305048 0.4711
RBMX 0.031584 0.372213 0.4712
AK8 0.030821 0.369813 0.4714
C18orf55 0.027187 0.351844 0.4714
ARHGAP33 0.029890 0.366989 0.4717
C1orf96 0.025697 0.344714 0.4717
PTP4A2 0.030308 0.368825 0.4717
LOC285972 0.028038 0.358744 0.4718
LGALS3BP 0.022996 0.328079 0.4719
SLC25A18 0.034230 0.386443 0.4719
ADAM1 0.028749 0.364942 0.4724
FLJ42627 0.027768 0.360373 0.4724
APOA1BP 0.022973 0.331783 0.4725
NCLN 0.027751 0.362186 0.4728
APBB1IP 0.028508 0.366228 0.4729
KIF19 0.020832 0.318566 0.473
CARS2 0.025998 0.354097 0.4731
NDUFB7 0.031794 0.383011 0.4733
TNFSF14 0.030563 0.378112 0.4733
BCAS4 0.025884 0.354995 0.4734
LGALS3 0.030644 0.380361 0.4737
SNORA48 0.028607 0.370721 0.4737
TEKT4 0.028888 0.372569 0.4737
PPIH 0.024308 0.348532 0.4739
C9orf68 0.023943 0.346901 0.474
PROX2 0.020859 0.324954 0.474
ANAPC7 0.027236 0.366418 0.4741
NOL10 0.029112 0.375570 0.4741
DEDD 0.023097 0.343065 0.4742
POLR2J3 0.024941 0.355491 0.4744
GRTP1 0.028136 0.373104 0.4745
KPTN 0.021117 0.329881 0.4745
MTRR 0.027880 0.371961 0.4746
PCP4L1 0.026712 0.365989 0.4746
CLPTM1 0.026366 0.364971 0.4747
FLJ32224 0.022018 0.339315 0.4748
PRPF19 0.018262 0.308428 0.4749
SKA1 0.026627 0.367798 0.475
KRR1 0.029672 0.383156 0.4752
DENND2D 0.023134 0.349935 0.4754
IMMP1L 0.023213 0.350666 0.4754
RPSA 0.022932 0.348735 0.4754
EHMT1 0.027446 0.376201 0.4757
ELAC2 0.027434 0.375983 0.4757
PUS7L 0.022640 0.348328 0.4757
CHIC1 0.025422 0.366988 0.476
LRP6 0.024501 0.361978 0.476
WDFY1 0.021826 0.344824 0.476
C19orf52 0.024841 0.364361 0.4761
KDM3A 0.023375 0.355516 0.4761
NMI 0.023937 0.361052 0.4764
FAM96B 0.023807 0.360601 0.4765
ZNF283 0.024452 0.366654 0.4768
C17orf91 0.026795 0.379147 0.4769
CCBP2 0.026498 0.378575 0.477
ERLIN2 0.019312 0.332128 0.477
SNX3 0.022063 0.352704 0.477
LMAN2 0.025602 0.374448 0.4771
TNNT1 0.022993 0.359995 0.4772
PLDN 0.024455 0.369871 0.4774
GADD45A 0.022763 0.360435 0.4775
RS1 0.025109 0.374396 0.4775
PDE4B 0.017925 0.325402 0.4777
TRIM9 0.025798 0.379121 0.4777
CCDC47 0.027547 0.388179 0.4779
RXFP2 0.025445 0.378211 0.4779
ARHGDIA 0.018672 0.333697 0.478
OR52N4 0.020359 0.347576 0.478
BCL2L13 0.019837 0.343902 0.4781
C20orf203 0.020812 0.351197 0.4781
C12orf62 0.021780 0.359885 0.4784
WASH2P 0.021353 0.358771 0.4786
SCGB1C1 0.021311 0.358749 0.4787
CPD 0.021635 0.361785 0.4788
BEX1 0.018797 0.341449 0.4789
NDUFS3 0.021911 0.364219 0.4789
CLDN12 0.023681 0.376681 0.4792
FOXO3 0.021686 0.365638 0.4793
RPL27A 0.019229 0.348256 0.4793
CCR2 0.022527 0.372145 0.4795
C1orf182 0.017159 0.332745 0.4796
FAM53B 0.016316 0.324166 0.4796
MRC2 0.022857 0.374865 0.4796
LENG1 0.016994 0.333363 0.4799
DYNC1LI1 0.016007 0.324598 0.48
RNF121 0.021150 0.367177 0.4801
ARHGEF35 0.019047 0.354247 0.4804
CX3CR1 0.023310 0.382610 0.4805
CYTIP 0.020305 0.364875 0.4805
ZNF33A 0.021346 0.371530 0.4805
DEPTOR 0.019511 0.359742 0.4806
LASS5 0.022102 0.376338 0.4806
SPAG6 0.015974 0.328758 0.4806
KIF5A 0.016590 0.336079 0.4807
MUL1 0.020049 0.364084 0.4807
STRADB 0.019448 0.360067 0.4807
PCOLCE 0.018158 0.350850 0.4809
TNFRSF1B 0.019077 0.359625 0.4811
HOOK2 0.020093 0.369664 0.4814
KIRREL2 0.020107 0.369575 0.4814
NBAS 0.019471 0.365166 0.4814
NPIP 0.017475 0.349548 0.4814
NAV3 0.021881 0.382085 0.4816
RELL2 0.018151 0.356190 0.4816
LOC728758 0.016815 0.345824 0.4817
NDUFAF1 0.017043 0.349306 0.4818
ZNF732 0.016386 0.343281 0.4818
HNRNPA3 0.018579 0.362841 0.482
KRT8 0.019828 0.372024 0.482
PLEKHO1 0.015202 0.333132 0.482
DUSP6 0.020983 0.380356 0.4821
NCRNA00201 0.016339 0.346080 0.4822
QPCT 0.018565 0.365168 0.4823
REXO4 0.018338 0.364945 0.4824
SLC25A28 0.016509 0.351020 0.4826
SPATA2 0.020254 0.379316 0.4826
TCP1 0.019800 0.376431 0.4826
CD248 0.014051 0.326268 0.4827
LOC646471 0.014575 0.332153 0.4827
PGGT1B 0.015791 0.345486 0.4828
ABHD8 0.016081 0.350243 0.483
CHPF 0.016677 0.356367 0.4831
ZHX1 0.018374 0.370352 0.4831
XCL2 0.017280 0.362683 0.4832
HDGF 0.013595 0.327105 0.4833
SNORA5A 0.017609 0.366216 0.4833
ABCD2 0.017671 0.367705 0.4834
STX1B 0.014520 0.339528 0.4835
SEC24A 0.018204 0.376461 0.484
PAOX 0.016260 0.361223 0.4841
SCLY 0.015421 0.354272 0.4841
ZNF701 0.016180 0.363482 0.4844
SCNM1 0.017239 0.373144 0.4845
PSD3 0.016466 0.368064 0.4846
HTR3A 0.011426 0.314186 0.4849
FEZ1 0.016138 0.369146 0.4851
TP63 0.012675 0.334065 0.4851
CABIN1 0.017545 0.381390 0.4852
HSPH1 0.015767 0.367011 0.4852
IFT46 0.012029 0.326113 0.4852
TIMP3 0.015624 0.365705 0.4852
CASP5 0.016451 0.373787 0.4853
CKS2 0.011926 0.328357 0.4855
C19orf39 0.013319 0.347257 0.4857
HIST1H2BO 0.010780 0.316405 0.4859
SCCPDH 0.014626 0.363818 0.4859
SCFD2 0.013348 0.352862 0.4861
SUSD1 0.014461 0.366054 0.4863
TLR5 0.014706 0.367900 0.4863
KLHDC3 0.014028 0.362877 0.4864
BOP1 0.014635 0.369059 0.4865
LYPLAL1 0.012319 0.345880 0.4866
PKM2 0.010719 0.324029 0.4866
EIF5B 0.011851 0.342412 0.4868
ZNF853 0.015181 0.377225 0.4868
SGMS1 0.011322 0.336520 0.4869
C1orf172 0.013930 0.367443 0.487
RFWD2 0.011241 0.335707 0.487
SNORD87 0.013584 0.365118 0.487
KCNQ1OT1 0.014092 0.370638 0.4871
APP 0.012748 0.357719 0.4872
P2RY12 0.009786 0.319046 0.4874
EXD2 0.012188 0.354624 0.4875
GSTM2P1 0.011489 0.345576 0.4875
SNORD12 0.010287 0.329966 0.4876
DLK1 0.013286 0.368996 0.4877
FAM125B 0.013290 0.371940 0.488
MSLN 0.015016 0.387914 0.488
MYPOP 0.010580 0.338956 0.488
NGLY1 0.011563 0.353019 0.488
PRMT1 0.012000 0.358361 0.488
POTEM 0.012505 0.365130 0.4881
EPS15 0.012824 0.369466 0.4882
BNIP3 0.010242 0.338362 0.4883
GRSF1 0.011462 0.355021 0.4883
CC2D2A 0.011813 0.361664 0.4885
CLEC16A 0.011806 0.361554 0.4885
NEXN 0.013685 0.381525 0.4885
RIN2 0.012798 0.372853 0.4885
C1orf183 0.013455 0.380860 0.4886
STAM2 0.010530 0.346185 0.4886
KIAA2013 0.010604 0.348880 0.4887
PFAS 0.014953 0.393794 0.4887
PPAT 0.011043 0.354267 0.4887
FUCA1 0.011476 0.364339 0.489
WNT4 0.010964 0.357317 0.489
ADCY5 0.009351 0.334219 0.4891
GJC3 0.011656 0.368170 0.4892
GYPA 0.011379 0.366306 0.4893
KATNAL1 0.010181 0.351039 0.4893
PAAF1 0.012051 0.374152 0.4893
ST7OT1 0.009996 0.349421 0.4894
AIRE 0.010684 0.360679 0.4895
HSPBAP1 0.012042 0.376247 0.4895
FAM22D 0.011201 0.368716 0.4896
ELF3 0.011420 0.371848 0.4897
ACTR8 0.010572 0.364291 0.4899
LIMCH1 0.011383 0.374567 0.4899
NTNG2 0.010018 0.356322 0.4899
PRPSAP1 0.009979 0.355481 0.4899
RNF6 0.013358 0.392916 0.4899
CCDC126 0.011545 0.377858 0.49
PIGR 0.011048 0.371082 0.49
TIMD4 0.010569 0.365799 0.49
ISCU 0.011500 0.378654 0.4901
ANXA2 0.008578 0.339605 0.4903
TJP3 0.010318 0.366299 0.4903
ATF2 0.008488 0.339269 0.4904
BCDIN3D 0.006831 0.307617 0.4906
C1QTNF3 0.009303 0.356475 0.4906
SLC23A3 0.009370 0.357906 0.4906
AKIRIN1 0.009147 0.355234 0.4907
C16orf61 0.011090 0.381759 0.4907
CCDC113 0.009493 0.362775 0.4908
CLSPN 0.008564 0.347450 0.4908
GPATCH2 0.008587 0.349798 0.4909
PARVG 0.008456 0.346766 0.4909
TTC22 0.006074 0.293061 0.4909
USP34 0.010096 0.372808 0.4909
PRSS41 0.008655 0.352576 0.491
PSRC1 0.008927 0.357189 0.491
C19orf55 0.009355 0.365379 0.4911
LDLRAP1 0.010885 0.383775 0.4911
SLC22A17 0.009489 0.367415 0.4911
AOAH 0.009048 0.361610 0.4912
NEK8 0.006307 0.304328 0.4912
DNAJC10 0.007610 0.339180 0.4914
PPEF1 0.008487 0.355149 0.4914
CELF6 0.007081 0.329058 0.4915
PHLDA1 0.008024 0.350615 0.4916
ZSCAN18 0.010082 0.381489 0.4916
SPHAR 0.007439 0.342973 0.4918
KLHL26 0.008435 0.363907 0.4919
CCNB1 0.007608 0.354450 0.4922
KDELC1 0.009766 0.388804 0.4923
TNRC6B 0.006967 0.343156 0.4923
SLC27A2 0.007885 0.363038 0.4924
CHGB 0.007293 0.354767 0.4925
PRELID1 0.008126 0.368816 0.4925
C22orf40 0.006464 0.337520 0.4926
FAM101B 0.007637 0.362142 0.4926
MRPS10 0.009040 0.384596 0.4926
POP4 0.006452 0.339751 0.4927
AUTS2 0.006397 0.340076 0.4928
THOP1 0.008338 0.376966 0.4928
FZD2 0.006810 0.354929 0.4931
CENPW 0.006578 0.353056 0.4932
LOC100128239 0.007266 0.367262 0.4932
FLJ10661 0.005864 0.337084 0.4933
BHLHE41 0.006897 0.364776 0.4934
SLC39A8 0.006854 0.365953 0.4935
GBF1 0.006605 0.364295 0.4937
STMN1 0.007310 0.377193 0.4937
HNRNPU 0.004630 0.321526 0.4942
ATP2B4 0.005962 0.364254 0.4943
FAM104B 0.004002 0.301225 0.4943
SP2 0.006146 0.374777 0.4946
SLC38A6 0.005744 0.373038 0.4949
C12orf45 0.005749 0.376638 0.495
LOC100192204 0.003835 0.317247 0.495
ZNF155 0.005300 0.365265 0.495
TMEM38B 0.006077 0.385277 0.4951
BTG2 0.005267 0.368825 0.4952
C21orf119 0.004535 0.353745 0.4953
PNP 0.004981 0.364469 0.4953
NDUFB9 0.004785 0.362860 0.4954
LXN 0.004689 0.364647 0.4955
CANT1 0.004792 0.371502 0.4957
HPS4 0.005575 0.392138 0.4958
SERGEF 0.004005 0.350749 0.4958
TMEM132D 0.004359 0.363332 0.4958
TNIK 0.004605 0.368708 0.4958
C17orf81 0.003231 0.326802 0.4961
FBXO8 0.004226 0.367220 0.4961
KLHL15 0.003628 0.348763 0.4962
ZNF85 0.004107 0.368610 0.4962
FAM102B 0.003906 0.365862 0.4963
RPGR 0.002842 0.323092 0.4964
HERC6 0.003732 0.368460 0.4966
TSR1 0.003267 0.354506 0.4967
XPNPEP3 0.003585 0.366605 0.4967
GPD1 0.003113 0.354700 0.4968
PMFBP1 0.003901 0.383728 0.4968
UROD 0.003448 0.370365 0.4969
ZNF737 0.003170 0.358762 0.4969
C16orf63 0.003634 0.381227 0.497
CRYBB1 0.002921 0.361591 0.4972
MAP4K1 0.002650 0.348033 0.4972
PCNAP1 0.003052 0.369513 0.4972
LSM12 0.002784 0.361662 0.4973
CHD1L 0.002394 0.343319 0.4974
FAM188A 0.002540 0.351604 0.4974
SLC12A8 0.002765 0.364901 0.4974
ZNF202 0.002136 0.335663 0.4975
CALR 0.002127 0.338560 0.4976
C11orf63 0.002830 0.386065 0.4977
CDH24 0.002178 0.347636 0.4977
